date,time,Ch0,Ch1,Ch2,Ch3
11/08/2026,16:38:26,30.579,23.631,22.95,Open
11/08/2026,16:38:27,30.601,23.697,22.895,Open
11/08/2026,16:38:28,30.606,23.715,22.837,Open
11/08/2026,16:38:29,30.573,23.854,22.845,Open
11/08/2026,16:38:30,30.649,23.993,22.878,Open
11/08/2026,16:38:31,30.574,24.092,22.897,Open
11/08/2026,16:38:32,29.672,24.052,22.955,Open
11/08/2026,16:38:33,29.031,24.032,22.996,Open
11/08/2026,16:38:34,28.477,24.062,23.016,Open
11/08/2026,16:38:35,27.87,24.065,23.04,Open
11/08/2026,16:38:36,27.453,24.088,23.141,Open
11/08/2026,16:38:37,27.041,24.086,23.193,Open
11/08/2026,16:38:38,26.891,24.159,23.251,Open
11/08/2026,16:38:39,26.6,24.242,23.3,Open
11/08/2026,16:38:40,26.541,24.239,23.333,Open
11/08/2026,16:38:41,26.525,24.213,23.361,Open
11/08/2026,16:38:42,26.542,24.039,23.391,Open
11/08/2026,16:39:30,24.775,24.149,23.128
11/08/2026,16:39:31,24.737,24.091,23.234
11/08/2026,16:39:32,24.77,23.978,23.349
11/08/2026,16:39:33,24.691,23.873,23.4
11/08/2026,16:39:34,24.63,23.871,23.412
11/08/2026,16:39:35,24.626,23.866,23.395
11/08/2026,16:39:36,24.535,23.882,23.197
11/08/2026,16:39:37,24.482,23.878,23.073
11/08/2026,16:39:38,24.504,23.848,23.009
11/08/2026,16:39:39,24.515,23.837,22.986
11/08/2026,16:39:40,24.519,23.845,22.939
11/08/2026,16:39:41,24.761,23.97,22.975
11/08/2026,16:39:42,25.486,23.992,22.923
11/08/2026,16:39:43,25.813,23.938,22.916
11/08/2026,16:39:44,26.535,23.975,22.926
11/08/2026,16:39:45,30.424,23.852,22.914
11/08/2026,16:39:46,32.555,23.743,22.883
11/08/2026,16:39:47,33.459,23.673,22.838
11/08/2026,16:39:48,33.947,23.556,22.786
11/08/2026,16:39:49,34.262,23.527,22.753
11/08/2026,16:39:50,34.454,23.514,22.755
11/08/2026,16:39:51,34.425,23.646,22.8
11/08/2026,16:39:52,32.933,23.808,22.826
11/08/2026,16:39:53,31.864,23.781,22.869
11/08/2026,16:39:54,31.034,23.718,22.812
11/08/2026,16:39:55,30.293,23.717,22.763
11/08/2026,16:39:56,29.397,23.694,22.706
11/08/2026,16:39:57,28.778,23.584,22.654
11/08/2026,16:39:58,28.299,23.472,22.649
11/08/2026,16:39:59,27.776,23.346,22.771
11/08/2026,16:40:00,27.336,23.262,22.884
11/08/2026,16:40:01,27.057,23.229,22.93
11/08/2026,16:40:02,26.9,23.165,22.908
11/08/2026,16:40:03,26.664,23.129,22.865
11/08/2026,16:40:04,26.291,23.096,23.085
11/08/2026,16:40:05,26.011,23.026,23.279
11/08/2026,16:40:06,25.736,22.935,23.808
11/08/2026,16:40:07,25.551,22.854,25.375
11/08/2026,16:40:08,25.402,22.806,25.316
11/08/2026,16:40:09,25.28,22.795,25.184
11/08/2026,16:40:10,25.14,22.777,27.026
11/08/2026,16:40:11,25.044,22.744,29.924
11/08/2026,16:40:12,25.028,22.752,31.001
11/08/2026,16:40:13,24.92,22.734,31.503
11/08/2026,16:40:14,24.89,22.804,31.852
11/08/2026,16:40:15,24.854,22.856,32.084
11/08/2026,16:40:16,24.88,22.896,32.274
11/08/2026,16:40:17,24.889,22.926,32.441
11/08/2026,16:40:18,24.821,23.109,32.613
11/08/2026,16:40:19,24.763,23.322,31.427
11/08/2026,16:40:20,24.697,23.45,30.092
11/08/2026,16:40:21,24.583,23.477,29.066
11/08/2026,16:40:22,24.527,23.553,28.27
11/08/2026,16:40:23,24.342,24.32,27.582
11/08/2026,16:40:24,24.251,28.261,27.192
11/08/2026,16:40:25,24.171,29.638,26.796
11/08/2026,16:40:26,23.996,30.411,26.636
11/08/2026,16:40:27,23.96,30.899,26.66
11/08/2026,16:40:28,23.956,31.275,26.618
11/08/2026,16:40:29,23.985,31.517,26.602
11/08/2026,16:40:30,23.989,31.592,26.632
11/08/2026,16:40:31,23.991,31.602,26.689
11/08/2026,16:40:32,24.061,31.758,26.735
11/08/2026,16:40:33,24.13,30.175,26.669
11/08/2026,16:40:34,24.213,28.902,26.69
11/08/2026,16:40:35,24.292,27.609,26.429
11/08/2026,16:40:36,24.285,26.823,26.119
