date,time,Ch0,Ch1,Ch2,Ch3
07/08/2026,21:42:26,21.571,Open,Open,Open
07/08/2026,21:42:27,21.591,Open,Open,Open
07/08/2026,21:42:28,21.61,Open,Open,Open
07/08/2026,21:42:29,21.593,Open,Open,Open
07/08/2026,21:42:30,21.609,Open,Open,Open
07/08/2026,21:42:31,21.611,Open,Open,Open
07/08/2026,21:42:32,21.58,Open,Open,Open
07/08/2026,21:42:33,21.589,Open,Open,Open
11/08/2026,16:37:16,30.582,23.582,23.124,Open
11/08/2026,16:37:17,30.493,23.707,23.175,Open
11/08/2026,16:37:18,30.42,23.724,23.154,Open
11/08/2026,16:37:19,30.357,23.791,23.127,Open
11/08/2026,16:37:20,30.268,23.75,23.155,Open
11/08/2026,16:37:21,30.186,23.733,23.161,Open
11/08/2026,16:37:22,30.138,23.693,23.087,Open
11/08/2026,16:37:23,30.095,23.56,23.063,Open
11/08/2026,16:37:24,30.062,23.453,23.057,Open
11/08/2026,16:37:25,30.037,23.357,23.037,Open
11/08/2026,16:37:26,29.996,23.36,23.013,Open
11/08/2026,16:37:27,29.972,23.448,23.029,Open
11/08/2026,16:37:28,29.949,23.388,23.026,Open
11/08/2026,16:37:29,29.85,23.323,23.068,Open
11/08/2026,16:37:30,29.704,23.283,23.056,Open
11/08/2026,16:37:31,29.669,23.291,22.961,Open
11/08/2026,16:37:32,29.672,23.549,22.93,Open
11/08/2026,16:37:33,29.659,23.645,22.885,Open
11/08/2026,16:37:34,29.593,23.655,22.854,Open
11/08/2026,16:37:35,29.45,23.527,22.807,Open
11/08/2026,16:37:36,29.355,23.475,22.764,Open
11/08/2026,16:37:37,29.266,23.391,22.784,Open
11/08/2026,16:37:38,29.274,23.296,22.862,Open
11/08/2026,16:37:39,29.241,23.223,22.862,Open
11/08/2026,16:37:40,29.207,23.153,22.896,Open
11/08/2026,16:37:41,29.272,23.099,22.889,Open
11/08/2026,16:37:42,29.379,23.185,22.924,Open
11/08/2026,16:37:43,29.385,23.341,23.041,Open
11/08/2026,16:37:44,29.429,23.391,23.133,Open
11/08/2026,16:37:45,29.439,23.429,23.2,Open
11/08/2026,16:37:46,29.501,23.449,23.192,Open
11/08/2026,16:37:47,29.564,23.56,23.138,Open
11/08/2026,16:37:48,29.612,23.513,23.086,Open
11/08/2026,16:37:49,29.508,23.439,23.059,Open
11/08/2026,16:37:50,29.333,23.41,23.096,Open
11/08/2026,16:37:51,29.231,23.345,23.027,Open
11/08/2026,16:37:52,29.212,23.336,22.95,Open
11/08/2026,16:37:53,29.137,23.288,22.969,Open
11/08/2026,16:37:54,29.007,23.25,23.058,Open
11/08/2026,16:37:55,28.479,23.218,23.115,Open
11/08/2026,16:37:56,28.693,23.612,23.178,Open
11/08/2026,16:37:57,29.07,23.799,23.261,Open
11/08/2026,16:37:58,29.4,23.914,23.36,Open
11/08/2026,16:37:59,29.631,23.991,23.325,Open
11/08/2026,16:38:00,29.809,24.055,23.307,Open
11/08/2026,16:38:01,29.955,24.098,23.29,Open
11/08/2026,16:38:02,30.061,24.068,23.253,Open
11/08/2026,16:38:03,30.158,24.021,23.31,Open
11/08/2026,16:38:15,30.868,24.252,23.342,Open
11/08/2026,16:38:16,30.869,24.32,23.277,Open
11/08/2026,16:38:17,30.707,24.438,23.208,Open
11/08/2026,16:38:18,30.699,24.58,23.197,Open
11/08/2026,16:38:19,30.595,24.495,23.176,Open
11/08/2026,16:38:20,30.568,24.766,23.154,Open
11/08/2026,16:38:21,30.555,24.694,23.149,Open
11/08/2026,16:38:22,30.567,24.583,23.122,Open
11/08/2026,16:38:23,30.548,24.273,23.027,Open
11/08/2026,16:38:24,30.552,23.967,22.988,Open
11/08/2026,16:38:25,30.561,23.761,23.001,Open
